word	paradigm_class	confidence	probability
स्वप्न	F3	predicted_low	0.5971
स्वभाव	M2	predicted_low	0.6437
स्वरयंत्र	F3	predicted_low	0.5634
स्वर्गवास	M2	predicted_low	0.5837
स्वलपाहार	M2	predicted_low	0.6305
स्वागत	F3	predicted_low	0.5951
हमजोलिन	F3	predicted_low	0.6352
हर	M2	predicted_low	0.6401
हरन	M2	predicted_low	0.5914
हरिन	F3	predicted_low	0.5852
हरफ़	F3	predicted_low	0.5795
हलधर	M2	predicted_low	0.6157
हलवाह	M2	predicted_low	0.5920
हाँक	F3	predicted_low	0.6211
हारजीत	F3	predicted_low	0.5914
हास्यजनक	M2	predicted_low	0.5764
हिंग	M2	predicted_low	0.5641
हिन्दोल	M2	predicted_low	0.6430
हिमांक	M2	predicted_low	0.6012
हिरदय	F3	predicted_low	0.5988
हीरातराश	F3	predicted_low	0.5855
हुंकार	F3	predicted_low	0.6452
हुडुक	M2	predicted_low	0.5569
हुतासन	M2	predicted_low	0.6182
हेलमेल	M2	predicted_low	0.5899
हेलिकाप्टर	F3	predicted_low	0.6003
हैतुक	M2	predicted_low	0.5953
हैमंत	F3	predicted_low	0.6331
हौज़	M2	predicted_low	0.6188
ह्रदयाघात	F3	predicted_low	0.6226
हज़्म	M2	predicted_low	0.6114
क़ुरआन	F3	predicted_low	0.6282
ख़ादिम	F3	predicted_low	0.5985
ख़ूराक	F3	predicted_low	0.6194
ग़रूर	F3	predicted_low	0.5550
ग़ुरूर	F3	predicted_low	0.6308
ज़रीब	M2	predicted_low	0.5595
ज़िंक	M2	predicted_low	0.6272
ज़िरह	F3	predicted_low	0.5989
ज़ीन	F3	predicted_low	0.6045
ज़ुकाम	M2	predicted_low	0.5635
ज़ुल्फ़	F3	predicted_low	0.5906
फ़न	F3	predicted_low	0.6287
फ़सल	F3	predicted_low	0.6295
