word	paradigm_class	confidence	probability
चिह्न	M2	predicted_medium	0.7184
चिह्नन	M2	predicted_medium	0.7876
चिडिहार	M2	predicted_high	0.9308
चीतल	F3	predicted_high	0.8277
चीवर	M2	predicted_medium	0.7197
चुंबनोत्सव	M2	predicted_high	0.8420
चुक्र	M2	predicted_medium	0.7845
चुगुलखोर	M2	predicted_high	0.9545
चुनत	F3	predicted_high	0.8249
चुन्नत	F3	predicted_high	0.9710
चुन्नन	F3	predicted_high	0.8378
चुमकार	M2	predicted_high	0.8789
चुम्बन	M2	predicted_medium	0.6935
चुरीहार	F3	predicted_medium	0.6753
चुग़लख़ोर	M2	predicted_high	0.8004
चुडिहार	M2	predicted_medium	0.7844
चुडिहारिन	F3	predicted_medium	0.7570
चून	F3	predicted_medium	0.7122
चूल्ह	M2	predicted_medium	0.7522
चूहादान	M2	predicted_medium	0.6795
चूहेदान	M2	predicted_medium	0.7476
चैत्रक	F3	predicted_medium	0.7239
चोकीदार	M2	predicted_medium	0.7012
चोरिन	F3	predicted_medium	0.6915
चौंध	F3	predicted_medium	0.7241
चौकठ	M2	predicted_high	0.8784
चौदह	F3	predicted_medium	0.7998
चौपत	F3	predicted_high	0.8297
चौसर	M2	predicted_high	0.8545
छंदोबद्ध	M2	predicted_high	0.8737
छत्रक	M2	predicted_high	0.8120
छत्रधर	M2	predicted_medium	0.7978
छत्रधार	M2	predicted_high	0.8719
छप्पय	M2	predicted_high	0.8928
छलांग	M2	predicted_medium	0.7763
छाँगुर	F3	predicted_medium	0.6783
छाँट	F3	predicted_medium	0.7166
छात्रालय	M2	predicted_high	0.9705
छायावाद	F3	predicted_medium	0.7330
छितराव	M2	predicted_medium	0.7083
छिलन	M2	predicted_medium	0.6924
छींक	F3	predicted_medium	0.6951
छूट	M2	predicted_medium	0.7489
छोलन	M2	predicted_high	0.8257
जंगावर	M2	predicted_high	0.9499
जंबुल	M2	predicted_medium	0.6574
जंभ	M2	predicted_high	0.8480
जजमान	M2	predicted_medium	0.6683
जद्दोजहद	F3	predicted_medium	0.7521
जनकल्याण	F3	predicted_medium	0.7528
जनगीत	M2	predicted_medium	0.7520
जनतंत्र	M2	predicted_medium	0.7914
जननांग	M2	predicted_high	0.8496
जननेंद्रिय	M2	predicted_high	0.8566
जनपद	M2	predicted_medium	0.6994
जनपदाधीश	M2	predicted_medium	0.6675
जनप्रतिनिधित्व	M2	predicted_medium	0.7590
जनमतसंग्रह	M2	predicted_high	0.9563
जनमेजय	F3	predicted_medium	0.7046
जनरेटर	M2	predicted_high	0.9488
जनविद्रोह	M2	predicted_high	0.9731
जनसंपर्क	M2	predicted_high	0.9441
जनसंहार	M2	predicted_high	0.9888
जनसमाज	M2	predicted_medium	0.6914
जनसाधारण	M2	predicted_high	0.8148
जनसेवक	M2	predicted_high	0.9316
जनहित	M2	predicted_medium	0.7466
जनादेश	M2	predicted_high	0.9255
जनाधार	M2	predicted_high	0.9021
जनाश्रय	M2	predicted_medium	0.7248
जनेंद्रिय	M2	predicted_high	0.8849
जन्मदर	M2	predicted_medium	0.7623
जन्मदिन	M2	predicted_high	0.9607
जन्मपत्र	M2	predicted_high	0.9679
जन्मान्तर	M2	predicted_high	0.8737
जमात	F3	predicted_medium	0.6748
जयपत्र	M2	predicted_high	0.8832
जयस्तंभ	M2	predicted_medium	0.7472
जयस्तम्भ	M2	predicted_high	0.8333
जरासंध	M2	predicted_high	0.8645
जरासुत	M2	predicted_medium	0.6878
जलंधर	M2	predicted_medium	0.7762
जलकल	F3	predicted_medium	0.7070
जलखग	F3	predicted_medium	0.6924
जलजीव	M2	predicted_high	0.8016
जलडमरूमध्य	F3	predicted_medium	0.7115
जलतर्पण	F3	predicted_medium	0.7961
जलधार	M2	predicted_medium	0.6758
जलपथ	M2	predicted_medium	0.6503
जलमानुष	M2	predicted_medium	0.7768
जलमार्ग	M2	predicted_high	0.8116
जलमार्जार	F3	predicted_medium	0.7880
जलयंत्र	M2	predicted_medium	0.6513
जलशोधन	M2	predicted_medium	0.7801
जलसेनाध्यक्ष	M2	predicted_high	0.9815
जलस्तर	M2	predicted_medium	0.7707
जलांदोलन	M2	predicted_high	0.8717
जलाभिषेक	M2	predicted_high	0.8014
जलावर्त	M2	predicted_medium	0.7913
जलेश	M2	predicted_high	0.8463
जवार	M2	predicted_medium	0.7495
जशन	M2	predicted_medium	0.7380
जस्त	M2	predicted_medium	0.7088
जहेज़	M2	predicted_medium	0.7474
ज़िलाबदर	M2	predicted_high	0.8221
जाँच	F3	predicted_medium	0.6740
जांघ	M2	predicted_medium	0.6535
जागृत	F3	predicted_high	0.8200
जाग्रत	F3	predicted_medium	0.6994
जाजिम	M2	predicted_medium	0.6593
जातिबैर	M2	predicted_high	0.8929
जातुधान	M2	predicted_high	0.8128
जामावार	M2	predicted_high	0.9124
जामिन	M2	predicted_medium	0.6558
जामेवार	M2	predicted_medium	0.7415
जारकर्म	F3	predicted_medium	0.7222
जावक	M2	predicted_high	0.8875
जीवव्य	M2	predicted_medium	0.7495
जीविकोपार्जन	M2	predicted_high	0.8556
जुआघर	M2	predicted_high	0.9135
जुआचोर	M2	predicted_medium	0.7260
जुएबाज	M2	predicted_medium	0.6695
जुराब	F3	predicted_high	0.8103
जूताखोर	M2	predicted_high	0.8883
जूताग्र	M2	predicted_medium	0.6839
जूथ	M2	predicted_high	0.8168
जूपिटर	M2	predicted_high	0.9378
जूलूस	M2	predicted_high	0.9648
जेबकट	F3	predicted_medium	0.7396
जेष्ठ	M2	predicted_medium	0.6628
जैतुन	F3	predicted_medium	0.6516
जोक	F3	predicted_medium	0.6545
जोट	M2	predicted_medium	0.6553
जोख़िम	F3	predicted_medium	0.7488
जोडन	F3	predicted_high	0.8087
जोडीवाल	F3	predicted_high	0.8360
ज्ञानार्जन	M2	predicted_high	0.8800
ज्ञानावलोक	M2	predicted_high	0.9191
ज्ञापक	M2	predicted_high	0.8889
ज्येष्ठ	M2	predicted_high	0.8363
ज्योतिर्विद	M2	predicted_high	0.8717
ज्योतिर्विद्	M2	predicted_high	0.9381
ज्योतिषचार्य	M2	predicted_high	0.9857
ज्योतिषशास्त्र	M2	predicted_high	0.9962
ज्योतिष्चक्र	M2	predicted_high	0.9911
झाँकर	F3	predicted_medium	0.7689
झाँखर	F3	predicted_high	0.8801
झाँझ	F3	predicted_medium	0.7075
झीवर	M2	predicted_medium	0.7300
झुँझलाहट	F3	predicted_high	0.9644
झौंस	F3	predicted_medium	0.7381
टंक	M2	predicted_medium	0.7360
टंकक	M2	predicted_medium	0.7409
टकसार	F3	predicted_medium	0.7235
टट्टर	M2	predicted_medium	0.6886
टपटपाहट	F3	predicted_high	0.9255
टहल	M2	predicted_high	0.8460
टाँगन	F3	predicted_medium	0.7391
टाकीज	F3	predicted_high	0.8036
टाटर	M2	predicted_medium	0.7733
टिंडिश	F3	predicted_medium	0.7441
टिउटर	M2	predicted_high	0.8279
टिटनस	F3	predicted_high	0.8785
टिपन	F3	predicted_medium	0.6605
टीकाकरण	F3	predicted_medium	0.6721
टीमटाम	F3	predicted_high	0.8738
टूट	M2	predicted_medium	0.6713
टूर	M2	predicted_medium	0.6842
टेक्निशन	F3	predicted_high	0.9432
टेर	M2	predicted_medium	0.6964
टेलिफ़ून	F3	predicted_medium	0.7762
टेलिफ़ोन	F3	predicted_medium	0.7563
टेलीफ़ोन	M2	predicted_medium	0.6938
ट्रैकियोफाइट	F3	predicted_high	0.8184
ट्रैवलर	M2	predicted_medium	0.6752
ठकठक	M2	predicted_medium	0.7649
ठकुराइन	F3	predicted_medium	0.7585
ठगिन	F3	predicted_medium	0.7731
ठवन	M2	predicted_medium	0.7962
ठाँव	M2	predicted_high	0.8487
ठाटबाट	M2	predicted_high	0.8190
ठूंठ	F3	predicted_medium	0.6585
डंड	M2	predicted_medium	0.6662
डंडौत	F3	predicted_medium	0.7828
डफ	F3	predicted_high	0.8376
डरपोकपन	F3	predicted_medium	0.6924
डहर	M2	predicted_medium	0.7703
डाँट	F3	predicted_medium	0.7187
डाँटडपट	F3	predicted_medium	0.7034
डाँस	F3	predicted_medium	0.7627
डाइनैमिक्स	F3	predicted_high	0.9948
डामल	F3	predicted_medium	0.7749
डायटिंग	F3	predicted_high	0.8923
डायबीटीज़	F3	predicted_high	0.8656
डायमीटर	M2	predicted_medium	0.7820
डायाफ़्रम	F3	predicted_medium	0.7838
डायाफ़्राम	F3	predicted_high	0.9182
डाहुक	F3	predicted_medium	0.7269
डींग	F3	predicted_medium	0.6963
डीठ	F3	predicted_medium	0.6827
डेमोक्रेट्स	F3	predicted_high	0.9755
डेमोक्रैट	F3	predicted_high	0.9105
डेमोक्रैट्स	F3	predicted_high	0.9808
डेवलप	F3	predicted_medium	0.7039
डेसीमल	F3	predicted_high	0.8459
डॉक्टर	M2	predicted_high	0.9587
डॉटर	M2	predicted_high	0.8023
डॉयटिंग	F3	predicted_medium	0.7683
डोमेन	F3	predicted_medium	0.6777
डोरक	M2	predicted_medium	0.6693
डोल	M2	predicted_medium	0.7357
ड्योढीदार	M2	predicted_high	0.9632
ड्योढीवान	M2	predicted_high	0.9501
ढकाल	F3	predicted_medium	0.6713
ढकोसलेबाज़	M2	predicted_high	0.9721
ढप	F3	predicted_medium	0.6735
ढाँक	F3	predicted_high	0.8762
ढेलवाँस	F3	predicted_medium	0.7421
त	F3	predicted_medium	0.7699
तंबूर	M2	predicted_medium	0.6531
तख़्तापलट	F3	predicted_high	0.8327
तख्तापलट	F3	predicted_high	0.9345
तटरक्षक	M2	predicted_high	0.9632
तण्डुल	M2	predicted_medium	0.7040
तत्व	M2	predicted_medium	0.6768
तत्वज्ञ	M2	predicted_high	0.9558
तत्वज्ञान	M2	predicted_high	0.8993
तत्वशास्त्र	M2	predicted_high	0.8724
तत्सम	M2	predicted_medium	0.7351
तथ्यान्वेषण	F3	predicted_high	0.8596
तदबीर	F3	predicted_high	0.8140
तनख्वाह	F3	predicted_medium	0.7845
तनय	F3	predicted_high	0.8539
तनुज	F3	predicted_high	0.8003
तनुपट	F3	predicted_medium	0.7600
तनख़ाह	F3	predicted_high	0.9189
तनख़्वाह	F3	predicted_high	0.8182
तप	F3	predicted_medium	0.7313
तपाक	F3	predicted_high	0.8141
तपैदिक	F3	predicted_high	0.8133
तबक	F3	predicted_medium	0.7689
तबीब	F3	predicted_medium	0.6703
तमस	F3	predicted_high	0.8915
तमीज़	F3	predicted_high	0.9248
तरकस	F3	predicted_medium	0.7411
तरणताल	F3	predicted_medium	0.6822
तरन्नुम	F3	predicted_high	0.8871
तरमीम	F3	predicted_medium	0.6668
तर्कानुतर्क	F3	predicted_high	0.9078
तर्ज	F3	predicted_medium	0.7395
तरफ़दार	F3	predicted_medium	0.6715
तल	F3	predicted_medium	0.7584
तलमलाहट	F3	predicted_high	0.9972
तलफ़्फ़ुज़	F3	predicted_medium	0.7756
तवारीख़	F3	predicted_high	0.9214
तशख़ीस	F3	predicted_medium	0.7387
तहबंद	F3	predicted_medium	0.6818
तहमद	F3	predicted_medium	0.7924
ताँत	F3	predicted_high	0.8932
ताऊन	F3	predicted_medium	0.7979
ताज्जुब	F3	predicted_medium	0.7992
तातील	F3	predicted_high	0.8894
ताबीज	F3	predicted_medium	0.7939
ताबीज़	F3	predicted_high	0.8873
तामोर	F3	predicted_high	0.9172
तारकाभ	F3	predicted_high	0.8167
तारानाथ	F3	predicted_high	0.9568
ताराश्म	F3	predicted_medium	0.6817
तारीख़	F3	predicted_high	0.9803
तारीफ़	F3	predicted_high	0.9682
तारेय	F3	predicted_high	0.8442
तालवाद्य	F3	predicted_medium	0.7674
ताल्लुक	F3	predicted_medium	0.7681
ताल्लुक़	F3	predicted_medium	0.7493
तावीज़	F3	predicted_high	0.9030
तास	F3	predicted_medium	0.7709
ताज़ीर	F3	predicted_high	0.8496
ताज़ीरात	F3	predicted_high	0.8991
तिपहर	F3	predicted_medium	0.6803
तिमिंगल	F3	predicted_high	0.9014
तिरमिराहट	F3	predicted_high	0.9876
तिरलोक	F3	predicted_medium	0.7467
तिलमिल	F3	predicted_high	0.8984
तिस्रैत	F3	predicted_medium	0.6631
तिज़ारत	F3	predicted_high	0.8754
तीर्थस्थल	F3	predicted_medium	0.6543
तुंड	F3	predicted_medium	0.7502
तुर	F3	predicted_medium	0.7610
तुरग	F3	predicted_medium	0.7723
तुलनीय	F3	predicted_high	0.9148
तुलसीदल	F3	predicted_high	0.9336
तुलाघट	F3	predicted_medium	0.6721
तुल्य	F3	predicted_high	0.8786
तुष	F3	predicted_medium	0.6516
तुषानल	F3	predicted_high	0.8628
तूत	F3	predicted_medium	0.6748
तूफ़ान	F3	predicted_medium	0.7119
तृण	F3	predicted_medium	0.6516
तृणमूल	M2	predicted_medium	0.6829
तृणाम्ल	F3	predicted_medium	0.7031
तेग	F3	predicted_medium	0.6822
तेज	F3	predicted_medium	0.6892
तेजपात	F3	predicted_medium	0.6807
तेलहन	F3	predicted_medium	0.7705
तेज़ाब	M2	predicted_medium	0.7025
तैत्तिर	F3	predicted_medium	0.7428
तोतर	M2	predicted_medium	0.6616
तोयद	F3	predicted_high	0.9301
तोड	F3	predicted_high	0.8099
तोडफोड	F3	predicted_high	0.9172
तौर	F3	predicted_high	0.8526
तौल	F3	predicted_high	0.9009
त्योहार	M2	predicted_medium	0.6769
त्रिगण	F3	predicted_medium	0.7696
त्रिदोष	F3	predicted_high	0.8310
त्रिपताक	F3	predicted_medium	0.7834
त्रिपुंड्र	F3	predicted_high	0.9930
त्रिलोकनाथ	F3	predicted_high	0.8760
त्रिलोकीनाथ	F3	predicted_high	0.9372
त्रिलोकेश	F3	predicted_high	0.9055
त्रिलोक्य	F3	predicted_high	0.9448
त्रिवर्ण	F3	predicted_high	0.8510
त्रिवर्षीय	F3	predicted_high	0.9802
त्रिशिख	F3	predicted_medium	0.7841
त्रिशीर्षक	F3	predicted_high	0.8638
त्रीवर्ण	M2	predicted_high	0.8179
त्रैवार्षिक	F3	predicted_high	0.8217
तक़दीर	F3	predicted_high	0.9009
तक़रार	F3	predicted_high	0.8034
तक़लीफ़	F3	predicted_high	0.9466
तक़ल्लुफ़	F3	predicted_high	0.9413
तडक	F3	predicted_medium	0.7739
तडप	F3	predicted_medium	0.7099
तडपडाहट	F3	predicted_high	0.9696
तडाग	F3	predicted_medium	0.7161
थपकन	F3	predicted_medium	0.7362
थरमस	F3	predicted_high	0.8071
दंगाफसाद	F3	predicted_medium	0.6590
दंगाफ़साद	F3	predicted_high	0.8069
दंडवत्	F3	predicted_medium	0.7841
दंडसंग्रह	M2	predicted_high	0.8659
दंडादेश	M2	predicted_medium	0.7150
दंडौत	F3	predicted_high	0.9642
दंतकाष्ठ	M2	predicted_medium	0.7208
दंतमंजन	F3	predicted_medium	0.7821
दंतविज्ञान	M2	predicted_medium	0.7211
दंशक	F3	predicted_medium	0.6534
दकियानूस	F3	predicted_high	0.8867
दक्खिन	F3	predicted_high	0.9440
दक्ष	F3	predicted_high	0.8656
दतुअन	M2	predicted_medium	0.7166
दतुवन	F3	predicted_medium	0.7842
दतौन	F3	predicted_high	0.9533
दत्तात्रेय	F3	predicted_high	0.8476
ददिहाल	F3	predicted_medium	0.6601
दप	F3	predicted_medium	0.6918
दबोच	F3	predicted_high	0.8032
दमक	F3	predicted_medium	0.7510
दरकिनार	F3	predicted_high	0.9590
दरज	F3	predicted_medium	0.6910
दरद	F3	predicted_medium	0.7314
दरपन	F3	predicted_medium	0.7575
दरशन	F3	predicted_medium	0.6978
दरसन	F3	predicted_medium	0.6516
दराज़	F3	predicted_high	0.9058
दर्जिन	F3	predicted_high	0.8413
दर्दुर	F3	predicted_high	0.8663
दर्शनशास्त्र	M2	predicted_medium	0.6869
दलमेघ	F3	predicted_medium	0.6647
दवाघर	M2	predicted_high	0.9084
दशमलव	F3	predicted_high	0.9592
दशांश	F3	predicted_high	0.9897
दस्तावेज़	M2	predicted_high	0.9217
दस्तख़त	F3	predicted_high	0.8520
दह	F3	predicted_high	0.8406
दहक	F3	predicted_medium	0.7677
दहल	F3	predicted_medium	0.7535
दाँत	F3	predicted_high	0.9499
दाँताकितकित	F3	predicted_high	0.8822
दाख	F3	predicted_high	0.9272
दात	F3	predicted_high	0.9392
दादुर	F3	predicted_high	0.8226
दादूदयाल	F3	predicted_high	0.9217
दारुफल	F3	predicted_medium	0.6574
दारूगंध	M2	predicted_medium	0.6628
दारोमदार	M2	predicted_high	0.8010
दालान	F3	predicted_medium	0.6958
दावात	F3	predicted_high	0.9028
दाग़	F3	predicted_high	0.8794
दिक्शूल	M2	predicted_high	0.8832
दिक्सूचक	F3	predicted_high	0.9734
दिखावट	F3	predicted_high	0.9570
दिखावटीपन	F3	predicted_high	0.9802
दिगंबर	F3	predicted_medium	0.7581
दिग्गज	F3	predicted_medium	0.7533
दिग्दर्शक	M2	predicted_high	0.9248
दिग्वारण	M2	predicted_high	0.8101
दिग्शूल	M2	predicted_high	0.9359
दिनोंदिन	F3	predicted_medium	0.6506
दिमाग़	F3	predicted_high	0.8074
दिलबहलाव	F3	predicted_high	0.8155
दिवसांत	F3	predicted_high	0.8087
दिव्यपुरुष	F3	predicted_high	0.8416
दिशागज	F3	predicted_medium	0.6729
दिशाशूल	M2	predicted_medium	0.7199
दिशासूल	M2	predicted_medium	0.7587
दिसम्बर	M2	predicted_medium	0.6552
दिसावर	M2	predicted_medium	0.6712
दीयट	F3	predicted_medium	0.7772
दीर्घ	F3	predicted_high	0.8407
दीर्घकाल	F3	predicted_medium	0.7844
दीर्घजीवन	F3	predicted_high	0.8056
दीर्घायुष्य	F3	predicted_high	0.9278
दुःस्वप्न	F3	predicted_high	0.8829
दुखांत	F3	predicted_high	0.8040
दुतकार	M2	predicted_medium	0.6682
दुत्कार	M2	predicted_medium	0.7407
दुरबीन	F3	predicted_high	0.8281
दुरालाप	F3	predicted_high	0.8443
दुराव	F3	predicted_medium	0.7162
दुरूपयोग	M2	predicted_medium	0.7130
दुर्घटनास्थल	F3	predicted_medium	0.7290
दुर्बीन	F3	predicted_medium	0.7210
दुर्व्यहार	F3	predicted_medium	0.7499
दुर्व्व्यसन	M2	predicted_medium	0.7684
दुलहिन	F3	predicted_high	0.9130
दुल्हन	F3	predicted_high	0.9235
दुल्हिन	F3	predicted_high	0.9121
दुशासन	F3	predicted_medium	0.7483
दुश्चिंतन	F3	predicted_high	0.9823
दुष्कृत्य	F3	predicted_medium	0.6606
दुहत्थड	F3	predicted_high	0.9573
दुहागिन	F3	predicted_high	0.9302
दून	F3	predicted_high	0.8330
दूब	F3	predicted_medium	0.7561
दृश्यांत	M2	predicted_high	0.9596
देनहार	F3	predicted_medium	0.6619
देयशेष	M2	predicted_medium	0.7720
देवगज	F3	predicted_medium	0.7552
देवचिकित्सक	M2	predicted_high	0.9459
देवत्व	F3	predicted_high	0.9038
देवमानव	F3	predicted_high	0.9274
देवस्थान	M2	predicted_medium	0.7763
देशत्याग	M2	predicted_high	0.8766
देशद्रोह	M2	predicted_high	0.8653
देशभक्त	M2	predicted_high	0.8629
देशांश	F3	predicted_high	0.9636
देस	F3	predicted_medium	0.6816
देहसार	M2	predicted_high	0.9121
दैन्य	F3	predicted_high	0.8276
दैवज्ञ	M2	predicted_medium	0.6725
दैववाद	F3	predicted_medium	0.7879
दोआब	F3	predicted_medium	0.7448
दोन	F3	predicted_high	0.8224
दोहत्थड	F3	predicted_high	0.8558
दोहराव	F3	predicted_high	0.8488
दौडधूप	F3	predicted_high	0.9432
दौडभाग	F3	predicted_high	0.8559
द्यूतगृह	F3	predicted_high	0.8914
द्रवीकरण	F3	predicted_high	0.9156
द्रवीभवन	F3	predicted_high	0.8318
द्रुमेश्वर	F3	predicted_high	0.9466
द्रोणपुत्र	F3	predicted_medium	0.6956
द्रोणाचार्य	M2	predicted_medium	0.6896
द्वरपालक	M2	predicted_high	0.8681
द्वापर	F3	predicted_high	0.8040
द्वारिकाधीश	M2	predicted_medium	0.7361
द्विरागमन	F3	predicted_medium	0.6947
द्वेश	F3	predicted_medium	0.6506
दफ़्तर	F3	predicted_high	0.9292
धनधान्य	F3	predicted_medium	0.7330
धनागम	F3	predicted_high	0.8521
धनुर्धर	F3	predicted_high	0.8401
धनुर्वेद	F3	predicted_high	0.8824
धनुवात	F3	predicted_high	0.8686
धनुवार्त	F3	predicted_high	0.8204
धनुषटंकार	M2	predicted_high	0.8001
धनुस्तंभ	F3	predicted_high	0.9618
धमक	F3	predicted_high	0.8071
धमधम	F3	predicted_high	0.8521
धमधमाहट	F3	predicted_high	0.9930
धमाल	F3	predicted_medium	0.7653
धर	F3	predicted_medium	0.6918
धर्मज्ञ	M2	predicted_medium	0.6682
धर्मध्वज	F3	predicted_medium	0.6996
धर्मप्रचारक	M2	predicted_medium	0.7321
धर्मार्थ	F3	predicted_high	0.8578
धामिन	F3	predicted_medium	0.6762
धाय	F3	predicted_medium	0.7670
धिक्कार	M2	predicted_medium	0.6872
धीयस	F3	predicted_medium	0.7332
धुकधुक	F3	predicted_medium	0.6697
धुत	F3	predicted_high	0.8587
धूतुक	F3	predicted_medium	0.7343
धूतूक	F3	predicted_high	0.8201
धोबन	F3	predicted_high	0.9140
धोवन	F3	predicted_medium	0.7735
ध्रुपद	F3	predicted_medium	0.7682
ध्रुवीकरण	F3	predicted_high	0.9690
ध्वंसन	F3	predicted_high	0.9019
धडक	F3	predicted_medium	0.7080
धडाक	F3	predicted_high	0.8347
नंदन	F3	predicted_high	0.8604
नक्र	F3	predicted_medium	0.6584
नछत्र	M2	predicted_medium	0.7463
नजाकत	F3	predicted_high	0.9826
नटखटपन	F3	predicted_high	0.9024
नटरंग	M2	predicted_medium	0.6996
नटसार	F3	predicted_medium	0.7149
नत्थीकरण	F3	predicted_medium	0.7798
नथ	F3	predicted_medium	0.7196
ननसार	F3	predicted_medium	0.7835
ननहर	F3	predicted_medium	0.7057
नपुंसत्व	F3	predicted_medium	0.7118
नपुंसोण	F3	predicted_medium	0.7833
नभ	F3	predicted_high	0.8056
नमाज़	F3	predicted_medium	0.7896
नरकट	F3	predicted_high	0.8379
नरगिस	F3	predicted_medium	0.7010
नरयंत्र	F3	predicted_medium	0.7495
नरसंहार	M2	predicted_high	0.9712
नराधम	F3	predicted_high	0.8202
नराधिप	F3	predicted_medium	0.7797
नरियर	F3	predicted_medium	0.7868
नर्क	F3	predicted_medium	0.7329
नलसाज	M2	predicted_medium	0.7071
नवनीतक	F3	predicted_medium	0.7183
नवपल्लव	F3	predicted_high	0.8313
नवीकरण	F3	predicted_medium	0.7874
नशाख़ोर	M2	predicted_high	0.8098
नशीलापन	M2	predicted_high	0.9407
नशेबाज़	M2	predicted_high	0.9779
नस्य	F3	predicted_medium	0.6977
नहान	M2	predicted_medium	0.7734
नाइट्रेट	F3	predicted_medium	0.7195
नाइन	F3	predicted_high	0.8807
नाईन	F3	predicted_medium	0.7873
नाउन	M2	predicted_high	0.8029
नागकेशर	F3	predicted_medium	0.7929
नागकेसर	F3	predicted_medium	0.6992
नागपुष्प	F3	predicted_high	0.8796
नागालैंड	F3	predicted_high	0.8941
नानक	F3	predicted_medium	0.6770
नानस	F3	predicted_medium	0.7732
नापजोख	F3	predicted_high	0.9122
नामकीर्तन	F3	predicted_high	0.8144
नामधाम	F3	predicted_high	0.9048
नामाँकन	F3	predicted_high	0.9645
नामाँकित	F3	predicted_high	0.9869
नायकत्व	F3	predicted_medium	0.6619
नार	F3	predicted_medium	0.6779
नासिकामल	F3	predicted_high	0.9039
नास्तिकतावाद	F3	predicted_high	0.8720
निंबूक	F3	predicted_medium	0.7016
निकट	F3	predicted_medium	0.7576
निकष	F3	predicted_medium	0.6612
निकाह	F3	predicted_medium	0.7983
निखार	F3	predicted_high	0.9379
निगम	F3	predicted_medium	0.7143
निग्रह	F3	predicted_medium	0.7725
निचान	F3	predicted_medium	0.7946
निचोड	F3	predicted_high	0.9259
निजीकरण	F3	predicted_high	0.8388
निजीसचिव	M2	predicted_medium	0.7659
निब	F3	predicted_medium	0.6932
निबाह	F3	predicted_medium	0.7251
निमज्ज	F3	predicted_high	0.9507
निमेख	F3	predicted_high	0.9158
निम्न	F3	predicted_high	0.9452
नियमोल्लंघन	F3	predicted_high	0.8662
निरस्त्रीकरण	F3	predicted_high	0.9128
निरादर	F3	predicted_high	0.9522
निरीश्वरवाद	F3	predicted_high	0.8709
निर्गम	F3	predicted_medium	0.7560
निर्धरक	F3	predicted_high	0.8922
निर्धारण	F3	predicted_high	0.8885
निर्यास	F3	predicted_high	0.9469
निर्यूस	F3	predicted_high	0.8676
निर्वनीकरण	F3	predicted_high	0.9040
निवासस्थान	M2	predicted_high	0.8845
निशस्त्रीकरण	F3	predicted_medium	0.7843
निशाचर	F3	predicted_medium	0.7325
निश्चयन	F3	predicted_high	0.9577
निसर्ग	F3	predicted_high	0.9566
निसाँस	F3	predicted_high	0.9954
नींब	F3	predicted_high	0.8509
नीमहक़ीम	F3	predicted_high	0.8100
नीर	F3	predicted_high	0.8739
नीरद	F3	predicted_high	0.8986
नीलकंट	M2	predicted_medium	0.6840
नीलांबर	F3	predicted_high	0.9820
नीलाभ	F3	predicted_high	0.8588
नीहित	F3	predicted_high	0.8615
नुमाइशगाह	F3	predicted_high	0.9838
नुल्ल्	F3	predicted_high	0.8874
नुक़सान	F3	predicted_high	0.9249
नृतक	F3	predicted_medium	0.7701
नृप	F3	predicted_medium	0.7202
नेत	F3	predicted_medium	0.7539
नेतृत्व	M2	predicted_medium	0.6737
नेत्रांजन	M2	predicted_medium	0.7884
नेवाड	F3	predicted_medium	0.7260
नैचक	F3	predicted_high	0.8100
नैन	F3	predicted_high	0.8329
नैपट्यून	F3	predicted_high	0.8599
नैपाल	F3	predicted_medium	0.7147
नोच	F3	predicted_medium	0.7388
नोटबुक	F3	predicted_medium	0.7848
नौकरशाह	M2	predicted_medium	0.6721
नौरत्न	M2	predicted_high	0.8455
नौसेनाध्यक्ष	M2	predicted_high	0.9441
न्यायादेश	F3	predicted_medium	0.6881
न्यूट्रोन	F3	predicted_medium	0.7602
न्यूनांश	F3	predicted_high	0.8790
न्यौछावर	F3	predicted_medium	0.7135
नक़ब	F3	predicted_medium	0.7716
नक़्ल	F3	predicted_medium	0.7202
नज़दीक	F3	predicted_medium	0.6945
नज़ाकत	F3	predicted_high	0.9241
पंकज	F3	predicted_medium	0.6555
पंगत	F3	predicted_high	0.9314
पंचतत्व	F3	predicted_high	0.9164
पंचनाम	F3	predicted_high	0.9613
पंचनिर्णय	F3	predicted_high	0.9849
पंचपात	F3	predicted_high	0.9632
पंचभुज	F3	predicted_high	0.9214
पंचम	F3	predicted_high	0.9447
पंचांग	F3	predicted_high	0.9008
पंचाट	F3	predicted_high	0.9408
पंचामृत	F3	predicted_high	0.9487
पंजीकरण	F3	predicted_high	0.8494
पक्कापन	M2	predicted_medium	0.7766
पक्ष्म	F3	predicted_medium	0.7738
पख	F3	predicted_medium	0.7487
पखार	F3	predicted_medium	0.7831
पखाल	F3	predicted_medium	0.6758
पगचिन्ह	M2	predicted_high	0.8511
पगचिह्न	M2	predicted_medium	0.7243
पगार	M2	predicted_medium	0.6593
पच्छिम	M2	predicted_high	0.8157
पटकन	F3	predicted_medium	0.7176
पटक्षेप	F3	predicted_medium	0.6628
पटापट	F3	predicted_medium	0.6641
पट्टक	M2	predicted_medium	0.7773
पट्टबंध	M2	predicted_medium	0.7693
पतझर	F3	predicted_medium	0.6924
पत्तर	M2	predicted_medium	0.7290
पत्रवाह	M2	predicted_high	0.8604
पत्रवाहक	M2	predicted_high	0.9655
पथरचूर	F3	predicted_medium	0.7082
पथिकालय	M2	predicted_high	0.8571
पथिकाश्रय	M2	predicted_high	0.8357
पथ्याहार	F3	predicted_medium	0.7464
