surface	gold_lemma	gold_asp	gold_ten	gold_mood	gold_gen	gold_num	gold_per	vtype	confidence	cpos	failure_type	n_predicted	pred_lemmas	file	line_no
थी	था				F	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1290
गूंजी	गूंजा				F	S		participle	low	VM	wrong_lemma	1	गूंज	file-sapna-0707111503.dat	1295
हो	हो					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1312
होगी	हो				F	S		participle	low	VM	wrong_lemma	1	होग	file-sapna-0707111503.dat	1319
बोले	बोल				M	S		participle	low	VM	wrong_features	1	बोल	file-sapna-0707111503.dat	1323
कर	कर							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1329
आयेगें	आ				M	P		finite	low	VM	wrong_lemma	1	आयेग	file-sapna-0707111503.dat	1341
हो	हो				M	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1351
सुनकर	सुन							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1360
खिसक	खिसक					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1365
समझे	समझ					S		participle	low	VM	wrong_features	1	समझ	file-sapna-0707111503.dat	1375
बनाकर	बना							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1389
जीत	जीत					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1392
कर	कर					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1400
हो	हो					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1406
रहीं	रह				F	S		participle	low	VM	wrong_features	1	रह	file-sapna-0707111503.dat	1411
थका	थका					S		participle	low	VM	wrong_lemma	1	थक	file-sapna-0707111503.dat	1416
लग	लग					P		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1434
हो	हो					P		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1439
अड़	अड					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1454
चाहे	चाह					S		participle	low	VM	wrong_features	1	चाह	file-sapna-0707111503.dat	1471
कर	कर				M	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1473
NULL	null							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1478
टेक	टेक					P		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1485
लगने	लग				M	P		participle	low	VM	wrong_features	2	लग|लगन	file-sapna-0707111503.dat	1498
पड़ने	पड					P		participle	low	VM	wrong_lemma	2	पड़|पड़न	file-sapna-0707111503.dat	1504
बिखरने	बिखर					P		participle	low	VM	wrong_features	2	बिखर|बिखरन	file-sapna-0707111503.dat	1512
बोले	बोल				M	S		participle	low	VM	wrong_features	1	बोल	file-sapna-0707111503.dat	1518
लग	लग				F	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1522
मिल	मिल				M	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1526
बन	बन					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1534
हो	हो				M	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1543
चकरा	चकरा					S		participle	low	VM	wrong_lemma	1	चकर	file-sapna-0707111503.dat	1547
दो	दे					S		irregular	high	VAUX	wrong_features	1	दे	file-sapna-0707111503.dat	1552
रहते	रह				M	S		participle	low	VM	wrong_features	2	रह|रहत	file-sapna-0707111503.dat	1560
करो	कर					S		finite	low	VM	wrong_features	1	कर	file-sapna-0707111503.dat	1565
तोड़ती	तोड				F	S		participle	low	VM	wrong_lemma	2	तोड़|तोड़त	file-sapna-0707111503.dat	1578
बना	बना					S		participle	low	VM	wrong_lemma	1	बन	file-sapna-0707111503.dat	1582
हो	हो				F	S		unknown	none	VAUX	no_analysis	0		file-sapna-0707111503.dat	1591
बेल	बेल				F	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1600
NULL	null							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1605
बेलते	बेल				M	S		participle	low	VM	wrong_features	2	बेल|बेलत	file-sapna-0707111503.dat	1610
बेल	बेल					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1621
आती	आ				F	S		participle	low	VM	wrong_lemma	1	आत	file-sapna-0707111503.dat	1633
कर	कर				M	P		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1639
बनाकर	बना							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1649
है	है					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1659
करूंगी	कर				M	S		finite	medium	VAUX	wrong_features	2	कर|करूंग	file-sapna-0707111503.dat	1662
बनाकर	बना							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1674
खाओ	खा					S		finite	low	VM	wrong_features	1	खा	file-sapna-0707111503.dat	1676
दे	दे					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1683
उठा	उठा					S		participle	low	VM	wrong_lemma	1	उठ	file-sapna-0707111503.dat	1688
NULL	null							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1697
NULL	null							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1704
कर	कर				F	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1712
कर	कर					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1739
मार	मार					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1742
बनाओ	बना					S		finite	low	VM	wrong_features	1	बना	file-sapna-0707111503.dat	1746
खाओ	खा					S		finite	low	VM	wrong_features	1	खा	file-sapna-0707111503.dat	1748
ढो	ढो					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1754
लो	ले					S		irregular	high	VM	wrong_features	1	ले	file-sapna-0707111503.dat	1766
है	है					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1769
बना	बना					S		participle	low	VM	wrong_lemma	1	बन	file-sapna-0707111503.dat	1775
बन	बन				F	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1786
कहते	कह				M	S		participle	low	VM	wrong_features	2	कह|कहत	file-sapna-0707111503.dat	1787
बोले	बोल				M	S		participle	low	VM	wrong_features	1	बोल	file-sapna-0707111503.dat	1806
थाम	थाम					P		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1819
है	है					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1827
है	है					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1837
बना	बना					S		participle	low	VM	wrong_lemma	1	बन	file-sapna-0707111503.dat	1850
भेजवाती	भेज				F	S		participle	low	VM	wrong_lemma	2	भेजवा|भेजवात	file-sapna-0707111503.dat	1855
जा	जा							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1857
बोल	बोल							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1859
है	है					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1862
बना	बना							participle	low	VM	wrong_lemma	1	बन	file-sapna-0707111503.dat	1865
करते	कर				M	S		participle	low	VM	wrong_features	2	कर|करत	file-sapna-0707111503.dat	1875
तुतलाते	तुतला				M	S		participle	low	VM	wrong_features	2	तुतला|तुतलात	file-sapna-0707111503.dat	1879
बोलकर	बोल							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1881
लिये	ले				M	S		irregular	high	VM	wrong_features	3	ले|लि|लिय	file-sapna-0707111503.dat	1888
खिला	खिला							participle	low	VM	wrong_lemma	1	खिल	file-sapna-0707111503.dat	1894
मिल	मिल				M	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1905
रहने	रह					P		participle	low	VM	wrong_features	2	रह|रहन	file-sapna-0707111503.dat	1911
चाहिये	चाहिये							finite	medium	VM	wrong_lemma	3	चाह|चाहि|चाहिय	file-sapna-0707111503.dat	1917
फाड़कर	फाड							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1923
बीत	बीत				M	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1933
थी	था				F	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1939
NULL	null							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1944
आता	आ				M	S		participle	low	VM	wrong_lemma	1	आत	file-sapna-0707111503.dat	1954
छोड़कर	छोड							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	1960
आने	आ							participle	low	VM	wrong_lemma	1	आन	file-sapna-0707111503.dat	1988
आती	आ				F	S		participle	low	VM	wrong_lemma	1	आत	file-sapna-0707111503.dat	2006
आया	आ				M	S		participle	low	VM	wrong_lemma	1	आय	file-sapna-0707111503.dat	2019
हुई	हो				F	S		participle	low	VM	wrong_lemma	1	हु	file-sapna-0707111503.dat	2038
जा	जा					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2047
कराह	कराह				M	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2053
सेंक	सेंक				F	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2060
बढ़ाते	बढा				M	S		participle	low	VM	wrong_lemma	2	बढ़ा|बढ़ात	file-sapna-0707111503.dat	2077
लो	ले					S		irregular	high	VM	wrong_features	1	ले	file-sapna-0707111503.dat	2079
खाकर	खा							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2080
खा	खा					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2082
देखकर	देख							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2089
उतर	उतर					P		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2093
है	है					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2104
भूल	भूल							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2110
बोले	बोल				M	S		participle	low	VM	wrong_features	1	बोल	file-sapna-0707111503.dat	2111
आ	आ					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2112
है	है					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2130
हैं	है					P		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2136
बना	बना				F	S		participle	low	VM	wrong_lemma	1	बन	file-sapna-0707111503.dat	2147
NULL	null							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2173
कहे	कह				M	S		participle	low	VM	wrong_features	1	कह	file-sapna-0707111503.dat	2181
कर	कर					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2184
कर	कर				F	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2198
जाकर	जा							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2203
बोलीं	बोल				F	S		participle	low	VM	wrong_features	1	बोल	file-sapna-0707111503.dat	2208
करते	कर				M	S		participle	low	VM	wrong_features	2	कर|करत	file-sapna-0707111503.dat	2215
कहिये	कह					S		finite	medium	VM	wrong_features	3	कह|कहि|कहिय	file-sapna-0707111503.dat	2217
हैं	है					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2231
करवा	कर					S		participle	low	VM	wrong_lemma	1	करव	file-sapna-0707111503.dat	2237
है	है					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2245
देखकर	देख							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2252
NULL	null							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2260
देने	दे					P		participle	low	VM	wrong_features	2	दे|देन	file-sapna-0707111503.dat	2270
करें	कर					P		finite	low	VM	wrong_features	1	कर	file-sapna-0707111503.dat	2274
जा	जा				F	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2281
हो	हो				M	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2289
मांग	मांग					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2294
है	है					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2298
कर	कर					P		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2300
चलो	चल					S		finite	low	VM	wrong_features	1	चल	file-sapna-0707111503.dat	2305
बैठो	बैठ					S		finite	low	VM	wrong_features	1	बैठ	file-sapna-0707111503.dat	2307
लेकर	ले							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2311
उतर	उतर							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2320
पकड़	पकड़							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2330
रोते	रो				M	S		participle	low	VM	wrong_features	2	रो|रोत	file-sapna-0707111503.dat	2331
कर	कर					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2335
NULL	null							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2343
चल	चल				M	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2357
कर	कर					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2361
कहते	कह				M	S		participle	low	VM	wrong_features	2	कह|कहत	file-sapna-0707111503.dat	2370
लगा	लगा					S		participle	low	VM	wrong_lemma	1	लग	file-sapna-0707111503.dat	2372
कर	कर					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2377
डालते	डाल				M	S		participle	low	VM	wrong_features	2	डाल|डालत	file-sapna-0707111503.dat	2381
उठे	उठ				M	S		participle	low	VM	wrong_features	1	उठ	file-sapna-0707111503.dat	2382
फेरते	फेर				M	S		participle	low	VM	wrong_features	2	फेर|फेरत	file-sapna-0707111503.dat	2387
बोले	बोल				M	S		participle	low	VM	wrong_features	1	बोल	file-sapna-0707111503.dat	2388
है	है					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2394
है	है					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2399
कर	कर					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2405
उछल	उछल					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2410
जोड़कर	जोड							unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2414
हो	हो					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2416
कर	कर				M	S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2424
हुए	हो				M	S		participle	low	VM	wrong_lemma	2	हू|हु	file-sapna-0707111503.dat	2437
छा	छा					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2441
हो	हो					S		unknown	none	VM	no_analysis	0		file-sapna-0707111503.dat	2447
थमाते	थमा				M	S		participle	low	VM	wrong_features	2	थमा|थमात	file-sapna-0707111503.dat	2453
बोले	बोल				M	S		participle	low	VM	wrong_features	1	बोल	file-sapna-0707111503.dat	2454
देखो	देख					S		finite	low	VM	wrong_features	1	देख	file-sapna-0707111503.dat	2457
हो	हो					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	10
कर	कर					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	17
कर	कर				F	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	22
थककर	थक							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	25
गिर	गिर					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	26
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	47
गिर	गिर				F	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	52
चल	चल				M	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	57
हो	हो							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	63
डूबकर	डूब							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	68
दे	दे				F	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	71
कर	कर				F	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	85
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	89
चढाओ	चढा					S		finite	low	VM	wrong_features	1	चढा	file-tyaag-1507111040.dat	96
गिर	गिर					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	98
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	104
NULL	null							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	125
कर	कर							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	130
मार	मार				M	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	131
हो	हो					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	138
सिले	सिल				M	S		participle	low	VM	wrong_features	1	सिल	file-tyaag-1507111040.dat	143
होगी	हो				F	S		participle	low	VM	wrong_lemma	1	होग	file-tyaag-1507111040.dat	149
है	है					P		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	157
NULL	null							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	165
गरजने	गरज				F	S		participle	low	VM	wrong_features	2	गरज|गरजन	file-tyaag-1507111040.dat	196
करने	कर				M	P		participle	low	VM	wrong_features	2	कर|करन	file-tyaag-1507111040.dat	211
समेटने	समेट				F	S		participle	low	VM	wrong_features	2	समेट|समेटन	file-tyaag-1507111040.dat	215
होगा	हो				M	S		participle	low	VM	wrong_lemma	1	होग	file-tyaag-1507111040.dat	221
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	229
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	234
मान	मान				F	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	244
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	261
हो	हो							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	269
कह	कह				M	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	288
कह	कह				M	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	295
कराहते	कराह				M	S		participle	low	VM	wrong_features	2	कराह|कराहत	file-tyaag-1507111040.dat	299
कर	कर				M	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	303
हड़पने	हडप							participle	low	VM	wrong_lemma	2	हड़प|हड़पन	file-tyaag-1507111040.dat	311
कर	कर				F	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	320
समझ	समझ				M	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	337
करूं	कर					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	342
समझे	समझ				M	S		participle	low	VM	wrong_features	1	समझ	file-tyaag-1507111040.dat	350
समझेगें	समझ				M	S		finite	low	VM	wrong_lemma	1	समझेग	file-tyaag-1507111040.dat	354
छोड	छोड					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	360
थी	था				F	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	363
समझकर	समझ							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	373
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	383
रहें	रह					P		finite	low	VM	wrong_features	1	रह	file-tyaag-1507111040.dat	388
भूल	भूल					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	393
चल	चल					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	399
उखाड़	उखाड़					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	409
हो	हो							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	416
टिक	टिक							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	419
है	है					S		unknown	none	VAUX	no_analysis	0		file-tyaag-1507111040.dat	421
बांधो	बांध					S		finite	low	VM	wrong_features	1	बांध	file-tyaag-1507111040.dat	432
NULL	null							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	440
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	464
झटपटाते	झटपटा				M	S		participle	low	VM	wrong_features	2	झटपटा|झटपटात	file-tyaag-1507111040.dat	474
करते	कर				M	S		participle	low	VM	wrong_features	2	कर|करत	file-tyaag-1507111040.dat	476
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	483
देखकर	देख							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	489
NULL	null							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	495
हैं	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	499
बनाओ	बना					S		finite	low	VM	wrong_features	1	बना	file-tyaag-1507111040.dat	519
करेंगे	कर				M	S		finite	medium	VM	wrong_features	2	कर|करेंग	file-tyaag-1507111040.dat	532
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	550
हो	हो				M	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	562
दो	दे					S		irregular	high	VM	wrong_features	1	दे	file-tyaag-1507111040.dat	568
हैं	है					P		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	576
हुआ	हो				M	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	583
तरेरे	तरेर				M	S		participle	low	VM	wrong_features	1	तरेर	file-tyaag-1507111040.dat	589
उबर	उबर					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	594
भटक	भटक				M	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	603
मिल	मिल				M	P		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	611
थी	था				F	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	619
रहे	रह				M	S		participle	low	VM	wrong_features	1	रह	file-tyaag-1507111040.dat	628
करते	कर				M	S		participle	low	VM	wrong_features	2	कर|करत	file-tyaag-1507111040.dat	633
बढ़ता	बढ				M	S		participle	low	VM	wrong_lemma	2	बढ़|बढ़त	file-tyaag-1507111040.dat	637
हो	हो					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	645
करते	कर				M	S		participle	low	VM	wrong_features	2	कर|करत	file-tyaag-1507111040.dat	648
हो	हो					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	669
NULL	null							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	673
NULL	null							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	681
बंधकर	बँध							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	691
हूं	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	703
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	710
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	714
अड़े	अड				M	S		participle	low	VM	wrong_lemma	1	अड़	file-tyaag-1507111040.dat	722
झेलनी	झेल				F	P		participle	low	VM	wrong_features	2	झेल|झेलन	file-tyaag-1507111040.dat	728
चल	चल					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	733
हैं	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	737
सीखे	सीख				M	S		participle	low	VM	wrong_features	1	सीख	file-tyaag-1507111040.dat	743
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	748
NULL	null							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	752
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	757
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	762
अजमा	अजमा				M	S		participle	low	VM	wrong_lemma	1	अजम	file-tyaag-1507111040.dat	771
देखो	देख					S		finite	low	VM	wrong_features	1	देख	file-tyaag-1507111040.dat	778
बचाये	बचा				M	S		finite	low	VM	wrong_features	2	बचा|बचाय	file-tyaag-1507111040.dat	784
हुआ	हो				M	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	795
हो	हो					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	802
बन	बन					P		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	806
मान	मान					P		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	818
बंट	बंट					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	824
हुआ	हो				M	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	826
हैं	है					P		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	829
हैं	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	836
मिल	मिल				M	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	852
मिले	मिल				M	S		participle	low	VM	wrong_features	1	मिल	file-tyaag-1507111040.dat	858
रहे	रह				M	S		participle	low	VM	wrong_features	1	रह	file-tyaag-1507111040.dat	861
मिल	मिल					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	866
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	871
हो	हो					S		unknown	none	VAUX	no_analysis	0		file-tyaag-1507111040.dat	879
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	898
कर	कर				M	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	906
अपनाये	अपना				M	S		finite	low	VM	wrong_features	2	अपना|अपनाय	file-tyaag-1507111040.dat	909
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	915
उठाकर	उठा							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	917
चला	चल				F	S		participle	low	VM	wrong_features	1	चल	file-tyaag-1507111040.dat	924
हुई	हो				F	S		participle	low	VM	wrong_lemma	1	हु	file-tyaag-1507111040.dat	932
बांध	बांध				F	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	939
करती	कर				F	P		participle	low	VM	wrong_features	2	कर|करत	file-tyaag-1507111040.dat	946
बना	बन				F	S		participle	low	VM	wrong_features	1	बन	file-tyaag-1507111040.dat	952
कह	कह				F	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	955
कर	कर					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	963
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	973
आते	आ					S		participle	low	VM	wrong_lemma	1	आत	file-tyaag-1507111040.dat	978
रोप	रोप				F	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	981
होकर	हो							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	986
धो	धो				F	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	989
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	1007
सोचने	सोच				M	P		participle	low	VM	wrong_features	2	सोच|सोचन	file-tyaag-1507111040.dat	1017
टूटे	टूट				M	S		participle	low	VM	wrong_features	1	टूट	file-tyaag-1507111040.dat	1021
देखो	देख					S		finite	low	VM	wrong_features	1	देख	file-tyaag-1507111040.dat	1024
हिलाकर	हिला							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	1028
रख	रख					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	1029
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	1036
कह	कह				F	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	1047
NULL	null							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	1051
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	1055
छोड़ो	छोड					S		finite	low	VM	wrong_lemma	1	छोड़	file-tyaag-1507111040.dat	1065
चल	चल				F	S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	1074
छोड़कर	छोड							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	1078
NULL	null							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	1084
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	1091
NULL	null							unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	1095
हो	हो				M	P		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	1103
है	है					S		unknown	none	VM	no_analysis	0		file-tyaag-1507111040.dat	1111
